"Transaction.ID","Date.of.Purchase","Time.of.Purchase","Purchase.Type","Payment.Method","Railcard","Ticket.Class","Ticket.Type","Price","Departure.Station","Arrival.Destination","Date.of.Journey","Departure.Time","Arrival.Time","Actual.Arrival.Time","Journey.Status","Reason.for.Delay","Refund.Request","Day.of.Week"
"147fa94d-50ff-49e6-8b3f",2024-01-07,2025-06-05 16:05:08,"Station","Debit Card","None","Standard","Advance",84,"Manchester Piccadilly","London Euston",2024-01-08,2025-06-05 15:30:00,2025-06-05 17:20:00,2025-06-05 17:44:00,"Delayed","Staffing","Yes","Monday"
"45979676-de4b-4539-b8a3",2024-01-07,2025-06-05 16:12:19,"Station","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-01-07,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:20:00,"Delayed","Staffing","No","Sunday"
"c78f0fcb-2319-4ccc-8eb2",2024-01-07,2025-06-05 16:14:06,"Station","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-01-07,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:20:00,"Delayed","Staffing","No","Sunday"
"c30e1e43-3956-46ef-a163",2024-01-07,2025-06-05 19:36:50,"Station","Contactless","None","Standard","Advance",35,"London Kings Cross","York",2024-01-08,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:48:00,"Delayed","Signal failure","Yes","Monday"
"e9207ce1-603b-4704-99e5",2024-01-07,2025-06-05 19:38:49,"Station","Credit Card","None","Standard","Advance",3,"Manchester Piccadilly","Liverpool Lime Street",2024-01-08,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:05:00,"Delayed","Signal Failure","No","Monday"
"84adb1be-9fb9-41d6-a79b",2024-01-07,2025-06-05 19:43:48,"Station","Credit Card","None","Standard","Advance",3,"Manchester Piccadilly","Liverpool Lime Street",2024-01-08,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:05:00,"Delayed","Signal Failure","No","Monday"
"ab59e410-a27b-4aeb-947c",2024-01-07,2025-06-05 20:30:53,"Station","Contactless","None","Standard","Advance",35,"London Kings Cross","York",2024-01-08,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:48:00,"Delayed","Signal failure","No","Monday"
"2af14259-9a9b-4253-a467",2024-01-08,2025-06-05 02:12:09,"Station","Credit Card","None","Standard","Off-Peak",11,"York","Durham",2024-01-08,2025-06-05 03:30:00,2025-06-05 04:20:00,2025-06-05 05:12:00,"Delayed","Weather Conditions","No","Monday"
"e89adcca-6bb2-4ab5-a9d8",2024-01-08,2025-06-05 04:39:03,"Online","Credit Card","Adult","Standard","Advance",51,"Liverpool Lime Street","London Paddington",2024-01-09,2025-06-05 03:00:00,2025-06-05 05:30:00,2025-06-05 06:23:00,"Delayed","Staff Shortage","Yes","Tuesday"
"65c3a2a7-100e-4da1-ae79",2024-01-08,2025-06-05 06:32:44,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-01-08,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:26:00,"Delayed","Staff Shortage","No","Monday"
"d1e2f26d-5b6a-49e5-9453",2024-01-08,2025-06-05 06:36:41,"Station","Credit Card","None","Standard","Anytime",168,"Manchester Piccadilly","London Euston",2024-01-08,2025-06-05 08:00:00,2025-06-05 09:50:00,2025-06-05 10:30:00,"Delayed","Weather","No","Monday"
"b42f7fb4-0d9f-412b-82a2",2024-01-08,2025-06-05 06:37:42,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-01-08,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:26:00,"Delayed","Staff Shortage","No","Monday"
"c6e83bab-a58c-486b-9abd",2024-01-08,2025-06-05 06:43:27,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-01-08,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:26:00,"Delayed","Staff Shortage","No","Monday"
"cedfe388-08f3-4c69-97a0",2024-01-08,2025-06-05 06:44:42,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-01-08,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:26:00,"Delayed","Staff Shortage","No","Monday"
"8d0cb82b-27a9-4c15-ba2b",2024-01-08,2025-06-05 09:32:20,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-01-09,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:47:00,"Delayed","Technical Issue","No","Tuesday"
"6322f6ad-e52c-44d1-8bde",2024-01-08,2025-06-05 09:34:38,"Station","Contactless","None","Standard","Off-Peak",10,"London Euston","Birmingham New Street",2024-01-08,2025-06-05 11:00:00,2025-06-05 12:20:00,2025-06-05 12:41:00,"Delayed","Staff Shortage","No","Monday"
"4f97af45-93d3-41d6-8c1c",2024-01-08,2025-06-05 09:41:45,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-01-09,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:47:00,"Delayed","Technical Issue","No","Tuesday"
"baa89521-3c69-4dfe-8cdd",2024-01-08,2025-06-05 15:11:17,"Station","Debit Card","None","Standard","Off-Peak",126,"Manchester Piccadilly","London Euston",2024-01-08,2025-06-05 15:30:00,2025-06-05 17:20:00,2025-06-05 17:44:00,"Delayed","Staffing","Yes","Monday"
"ceee7d5a-3287-420e-92fd",2024-01-08,2025-06-05 15:20:44,"Station","Contactless","None","Standard","Anytime",70,"London Kings Cross","York",2024-01-08,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:48:00,"Delayed","Signal failure","No","Monday"
"50803f3f-bf21-4db2-bdb7",2024-01-08,2025-06-05 15:20:59,"Station","Contactless","None","Standard","Anytime",70,"London Kings Cross","York",2024-01-08,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:48:00,"Delayed","Signal failure","No","Monday"
"86bf41f0-52cd-4e96-bf30",2024-01-08,2025-06-05 15:23:13,"Station","Contactless","None","Standard","Anytime",70,"London Kings Cross","York",2024-01-08,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:48:00,"Delayed","Signal failure","No","Monday"
"0010612c-cb42-4d0c-b1bd",2024-01-08,2025-06-05 16:01:50,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-01-08,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:05:00,"Delayed","Signal Failure","No","Monday"
"79516c58-86fc-4b7e-945a",2024-01-08,2025-06-05 16:05:28,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-01-08,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:05:00,"Delayed","Signal Failure","No","Monday"
"496fc4c4-2b2c-49ef-83ee",2024-01-08,2025-06-05 16:07:49,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-01-08,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:05:00,"Delayed","Signal Failure","No","Monday"
"cc5cb7a7-905a-4a51-8912",2024-01-08,2025-06-05 16:10:08,"Station","Credit Card","Senior","Standard","Anytime",47,"London Kings Cross","York",2024-01-08,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:48:00,"Delayed","Signal failure","No","Monday"
"c7e1cca2-27be-4ace-bb19",2024-01-08,2025-06-05 16:12:11,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-01-08,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:05:00,"Delayed","Signal Failure","No","Monday"
"eb4c7477-8e3d-4827-a0c5",2024-01-08,2025-06-05 17:12:03,"Station","Debit Card","Adult","Standard","Anytime",101,"Liverpool Lime Street","London Euston",2024-01-08,2025-06-05 17:30:00,2025-06-05 19:45:00,2025-06-05 19:53:00,"Delayed","Technical Issue","Yes","Monday"
"0a586acd-833d-4d6e-bc7f",2024-01-08,2025-06-05 18:09:14,"Station","Debit Card","Adult","First Class","Advance",78,"Liverpool Lime Street","London Euston",2024-01-09,2025-06-05 17:30:00,2025-06-05 19:45:00,2025-06-05 20:14:00,"Delayed","Technical Issue","Yes","Tuesday"
"bff283a2-7b09-4926-ad08",2024-01-09,2025-06-05 02:03:57,"Station","Credit Card","None","Standard","Off-Peak",126,"Manchester Piccadilly","London Euston",2024-01-09,2025-06-05 03:30:00,2025-06-05 05:20:00,2025-06-05 05:35:00,"Delayed","Weather Conditions","No","Tuesday"
"151c9f1a-89ab-4347-bb54",2024-01-09,2025-06-05 04:02:06,"Station","Contactless","Disabled","Standard","Off-Peak",13,"London Paddington","Reading",2024-01-09,2025-06-05 05:30:00,2025-06-05 06:30:00,2025-06-05 07:20:00,"Delayed","Staff Shortage","No","Tuesday"
"67a80886-8d9e-4515-8a16",2024-01-09,2025-06-05 06:32:24,"Station","Credit Card","None","First Class","Anytime",235,"Liverpool Lime Street","London Euston",2024-01-09,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:47:00,"Delayed","Technical Issue","No","Tuesday"
"05193f47-2107-4bb8-8adb",2024-01-09,2025-06-05 06:33:37,"Station","Credit Card","None","First Class","Anytime",267,"Manchester Piccadilly","London Euston",2024-01-09,2025-06-05 08:00:00,2025-06-05 09:50:00,2025-06-05 10:29:00,"Delayed","Weather","No","Tuesday"
"c33356ec-bb42-466d-8305",2024-01-09,2025-06-05 06:43:07,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-01-09,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:47:00,"Delayed","Technical Issue","No","Tuesday"
"4f884165-3644-4d49-8761",2024-01-09,2025-06-05 06:43:28,"Station","Credit Card","None","First Class","Anytime",235,"Liverpool Lime Street","London Euston",2024-01-09,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 10:47:00,"Delayed","Technical Issue","No","Tuesday"
"1ec74d44-6d9a-497c-a4c2",2024-01-09,2025-06-05 07:03:33,"Station","Contactless","Disabled","Standard","Advance",8,"London Paddington","Reading",2024-01-10,2025-06-05 05:30:00,2025-06-05 06:30:00,2025-06-05 07:05:00,"Delayed","Staff Shortage","No","Wednesday"
"52d22434-9ce8-4943-a69e",2024-01-09,2025-06-05 07:40:50,"Station","Contactless","Adult","Standard","Off-Peak",10,"Manchester Piccadilly","Leeds",2024-01-09,2025-06-05 09:00:00,2025-06-05 09:45:00,2025-06-05 12:03:00,"Delayed","Signal Failure","No","Tuesday"
"3b38c0cb-ba9b-417d-881c",2024-01-09,2025-06-05 09:03:35,"Online","Credit Card","Disabled","Standard","Advance",7,"York","Wakefield",2024-01-10,2025-06-05 07:30:00,2025-06-05 07:55:00,2025-06-05 08:09:00,"Delayed","Staffing","No","Wednesday"
"13e6c7b8-7291-40eb-b99c",2024-01-09,2025-06-05 09:38:23,"Station","Credit Card","None","Standard","Advance",84,"Manchester Piccadilly","London Euston",2024-01-10,2025-06-05 08:00:00,2025-06-05 09:50:00,2025-06-05 10:24:00,"Delayed","Weather","No","Wednesday"
"9ff49247-ea61-4243-93af",2024-01-09,2025-06-05 09:43:30,"Station","Contactless","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-01-09,2025-06-05 11:00:00,2025-06-05 11:30:00,2025-06-05 14:05:00,"Delayed","Staff Shortage","No","Tuesday"
"560e884d-96a4-4b6e-b30f",2024-01-09,2025-06-05 10:38:18,"Station","Contactless","Adult","Standard","Advance",6,"Manchester Piccadilly","Leeds",2024-01-10,2025-06-05 09:00:00,2025-06-05 09:45:00,2025-06-05 12:32:00,"Delayed","Signal Failure","No","Wednesday"
"8524390d-9fe3-4c6d-b252",2024-01-09,2025-06-05 10:43:28,"Station","Debit Card","Adult","First Class","Off-Peak",29,"Birmingham New Street","Manchester Piccadilly",2024-01-09,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 12:54:00,"Delayed","Technical Issue","Yes","Tuesday"
"c2c6a9f5-f8fe-4fb6-8215",2024-01-09,2025-06-05 12:03:19,"Station","Debit Card","Adult","Standard","Advance",2,"Liverpool Lime Street","Manchester Piccadilly",2024-01-10,2025-06-05 11:15:00,2025-06-05 11:45:00,2025-06-05 12:24:00,"Delayed","Technical Issue","Yes","Wednesday"
"92a747c2-6d39-4ca7-b00b",2024-01-09,2025-06-05 15:03:09,"Station","Debit Card","None","Standard","Off-Peak",113,"Liverpool Lime Street","London Euston",2024-01-09,2025-06-05 15:30:00,2025-06-05 17:45:00,2025-06-05 18:07:00,"Delayed","Staffing","Yes","Tuesday"
"9a027f21-b30e-4e3f-ac1a",2024-01-09,2025-06-05 18:10:45,"Station","Debit Card","Adult","Standard","Advance",50,"Liverpool Lime Street","London Euston",2024-01-10,2025-06-05 17:30:00,2025-06-05 19:45:00,2025-06-05 20:06:00,"Delayed","Technical Issue","Yes","Wednesday"
"75179f4e-4863-4167-9f22",2024-01-09,2025-06-05 19:37:47,"Station","Credit Card","None","Standard","Advance",3,"Manchester Piccadilly","Liverpool Lime Street",2024-01-10,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:17:00,"Delayed","Weather","No","Wednesday"
"d9618f32-ff3a-40e6-a2fe",2024-01-10,2025-06-05 04:24:25,"Station","Debit Card","Senior","Standard","Off-Peak",76,"Liverpool Lime Street","London Euston",2024-01-10,2025-06-05 09:30:00,2025-06-05 11:45:00,2025-06-05 12:02:00,"Delayed","Traffic","Yes","Wednesday"
"540b09d5-ff6c-4e6f-a248",2024-01-10,2025-06-05 07:44:08,"Station","Contactless","Adult","Standard","Off-Peak",10,"Manchester Piccadilly","Leeds",2024-01-10,2025-06-05 09:00:00,2025-06-05 09:45:00,2025-06-05 12:32:00,"Delayed","Signal Failure","No","Wednesday"
"92cbe040-fc09-4cca-a043",2024-01-10,2025-06-05 07:54:50,"Online","Debit Card","Adult","Standard","Off-Peak",3,"Manchester Piccadilly","Liverpool Lime Street",2024-01-10,2025-06-05 09:15:00,2025-06-05 09:45:00,2025-06-05 09:50:00,"Delayed","Weather","No","Wednesday"
"fa1f263a-b318-40c6-9993",2024-01-10,2025-06-05 09:30:34,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Thursday"
"f226d618-95c0-4f69-9b31",2024-01-10,2025-06-05 09:32:08,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Thursday"
"0f150b7f-417f-43ec-8ed9",2024-01-10,2025-06-05 09:36:33,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Thursday"
"eef65df9-295d-488f-80ef",2024-01-10,2025-06-05 09:36:51,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Thursday"
"6efd21f1-45d6-4f73-a8da",2024-01-10,2025-06-05 09:41:10,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Thursday"
"95363152-99e0-43d8-ad97",2024-01-10,2025-06-05 09:44:08,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Thursday"
"9d3b0ba9-5d19-4ead-aebe",2024-01-10,2025-06-05 10:42:37,"Station","Contactless","Adult","First Class","Advance",10,"Manchester Piccadilly","Leeds",2024-01-11,2025-06-05 09:00:00,2025-06-05 09:45:00,2025-06-05 12:08:00,"Delayed","Signal Failure","No","Thursday"
"2499ace4-99a5-48b5-9ff1",2024-01-10,2025-06-05 10:43:09,"Station","Debit Card","Adult","Standard","Off-Peak",3,"Liverpool Lime Street","Manchester Piccadilly",2024-01-10,2025-06-05 11:15:00,2025-06-05 11:45:00,2025-06-05 12:24:00,"Delayed","Technical Issue","Yes","Wednesday"
"6cd509a4-052a-4f40-a57f",2024-01-10,2025-06-05 10:47:38,"Station","Debit Card","Adult","Standard","Off-Peak",3,"Liverpool Lime Street","Manchester Piccadilly",2024-01-10,2025-06-05 11:15:00,2025-06-05 11:45:00,2025-06-05 12:24:00,"Delayed","Technical Issue","Yes","Wednesday"
"3d83cac4-eaea-4cbd-9612",2024-01-10,2025-06-05 15:12:16,"Station","Debit Card","None","Standard","Off-Peak",43,"Edinburgh Waverley","London Kings Cross",2024-01-10,2025-06-05 15:30:00,2025-06-05 19:50:00,2025-06-05 20:11:00,"Delayed","Staffing","Yes","Wednesday"
"fb6501b1-ef48-4e43-8253",2024-01-10,2025-06-05 15:47:30,"Online","Credit Card","Senior","First Class","Advance",34,"Oxford","Bristol Temple Meads",2024-01-11,2025-06-05 14:15:00,2025-06-05 15:30:00,2025-06-05 15:43:00,"Delayed","Signal Failure","Yes","Thursday"
"bc4b6f52-eda3-4f35-b1ba",2024-01-10,2025-06-05 16:01:51,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-01-10,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:17:00,"Delayed","Weather","No","Wednesday"
"ae6d2a0c-b0aa-43ad-98d9",2024-01-10,2025-06-05 16:04:26,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-01-10,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:17:00,"Delayed","Weather","No","Wednesday"
"d3fc8285-f6f1-4ae1-b267",2024-01-10,2025-06-05 16:08:49,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-01-10,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:17:00,"Delayed","Weather","No","Wednesday"
"27091021-24ad-4ed5-99ec",2024-01-10,2025-06-05 16:10:03,"Station","Credit Card","None","First Class","Anytime",19,"Manchester Piccadilly","Liverpool Lime Street",2024-01-10,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:17:00,"Delayed","Weather","No","Wednesday"
"98c0af70-fc1d-41e1-a5b4",2024-01-10,2025-06-05 16:13:01,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-01-10,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:17:00,"Delayed","Weather","No","Wednesday"
"5e6b4112-10b1-49da-adaa",2024-01-10,2025-06-05 17:39:33,"Station","Credit Card","Adult","Standard","Advance",4,"London Euston","Birmingham New Street",2024-01-11,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 18:01:00,"Delayed","Signal failure","No","Thursday"
"4ba3a560-b608-4fd7-ae10",2024-01-10,2025-06-05 17:41:30,"Station","Credit Card","Adult","Standard","Advance",4,"London Euston","Birmingham New Street",2024-01-11,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 18:01:00,"Delayed","Signal failure","No","Thursday"
"b1769502-ac09-4391-af5b",2024-01-10,2025-06-05 17:44:21,"Station","Credit Card","Adult","Standard","Advance",4,"London Euston","Birmingham New Street",2024-01-11,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 18:01:00,"Delayed","Signal failure","No","Thursday"
"8c5971c7-22b6-402e-bf38",2024-01-10,2025-06-05 18:04:34,"Station","Debit Card","Adult","Standard","Advance",56,"Manchester Piccadilly","London Euston",2024-01-11,2025-06-05 17:30:00,2025-06-05 19:20:00,2025-06-05 19:40:00,"Delayed","Technical Issue","Yes","Thursday"
"c02401f6-0817-4f45-8230",2024-01-10,2025-06-05 20:20:32,"Station","Contactless","None","Standard","Advance",35,"London Kings Cross","York",2024-01-11,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:43:00,"Delayed","Signal failure","No","Thursday"
"880cdb1b-86a5-4f14-bbe3",2024-01-10,2025-06-05 20:27:59,"Station","Contactless","None","Standard","Advance",35,"London Kings Cross","York",2024-01-11,2025-06-05 17:45:00,2025-06-05 19:35:00,2025-06-05 19:43:00,"Delayed","Signal failure","No","Thursday"
"85dc0a45-2b5c-427f-925e",2024-01-10,2025-06-05 22:44:31,"Station","Credit Card","None","Standard","Advance",37,"London Euston","York",2024-01-11,2025-06-05,2025-06-05 01:50:00,2025-06-05 02:48:00,"Delayed","Signal Failure","No","Thursday"
"05507193-3adf-47c3-9fa2",2024-01-11,2025-06-05 02:01:21,"Station","Credit Card","None","Standard","Off-Peak",126,"Manchester Piccadilly","London Euston",2024-01-11,2025-06-05 03:30:00,2025-06-05 05:20:00,2025-06-05 05:57:00,"Delayed","Weather Conditions","No","Thursday"
"bd79533f-a03a-40d0-b7ff",2024-01-11,2025-06-05 02:03:20,"Station","Credit Card","None","Standard","Off-Peak",126,"Manchester Piccadilly","London Euston",2024-01-11,2025-06-05 03:30:00,2025-06-05 05:20:00,2025-06-05 05:57:00,"Delayed","Weather Conditions","No","Thursday"
"15bb5c51-3557-4c0e-ba96",2024-01-11,2025-06-05 04:23:35,"Station","Debit Card","Senior","First Class","Off-Peak",118,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 09:30:00,2025-06-05 11:45:00,2025-06-05 12:06:00,"Delayed","Traffic","Yes","Thursday"
"01c1c824-ec37-4143-809e",2024-01-11,2025-06-05 06:30:40,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Thursday"
"dc38ca69-3b3f-4a82-8cfe",2024-01-11,2025-06-05 06:31:23,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Thursday"
"adf8d738-c0b4-4267-8549",2024-01-11,2025-06-05 06:40:03,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-01-11,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Thursday"
